name_of_satellite_alternate_names, country_org_of_un_registry, country_of_operator_owner, operator_owner, users, purpose, detailed_purpose, class_of_orbit, type_of_orbit, longitude_of_geo_degrees, perigee_km, apogee_km, eccentricity, inclination_degrees, period_minutes, launch_mass_kg, dry_mass_kg, power_watts, date_of_launch, expected_lifetime, contractor, country_of_contractor, launch_site, launch_vehicle, cospar_number, norad_number, comments, column_ab, source_used_for_orbital_data, source, source_2, source_3, source_4, source_5, source_6, launch_year, launch_of_the_year, piece_of_the_launch, norad_catalog_number, multiple_name_flag, payload_flag, operational_status_code, source_or_ownership, launch_date, launch_site, decay_date, orbital_period, inclination, apogee_altitude, perigee_altitude, radar_cross_section, orbital_status_code
Navstar GPS IIR-4 (Navstar SVN 51. PRN 20. USA 150), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20133, 20234, 0.0019018208522417006, 54.9, 718.03, 2217, 980, 1136, 2000-05-11, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2000-025A, 26360, null, null, JMSatcat304, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html, http://www.af.mil/factsheets/factsheet.asp?fsID=119, http://www.planet4589.org/space/jsr/back/news.430, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, null, 1986, 14, A, 16591, null, *, null, US, 1986-01-09, AFWTR, null, 63.3, null, 1761, 389, null, NEA
Navstar GPS IIR-5 (Navstar SVN 44. PRN 28. USA 151), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20184, 20427, 0.0045547412419635995, 55, 722.98, 2217, 980, 1136, 2000-07-16, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2000-040A, 26407, null, null, JMSatcat304, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html, http://www.af.mil/factsheets/factsheet.asp?fsID=119, http://www.planet4589.org/space/jsr/back/news.430, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, null, 1986, 14, A, 16591, null, *, null, US, 1986-01-09, AFWTR, null, 63.3, null, 1761, 389, null, NEA
Navstar GPS IIR-6 (Navstar SVN 41. PRN 14. USA 154), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20177, 20498, 0.006009547879809042, 55, 724.28, 2217, 980, 1136, 2000-11-10, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2000-071A, 26605, null, null, JMSatcat304, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html, http://www.af.mil/factsheets/factsheet.asp?fsID=119, http://www.planet4589.org/space/jsr/back/news.430, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, http://www.losangeles.af.mil/smc/pa/fact_sheets/gps_fs.htm, 1986, 14, A, 16591, null, *, null, US, 1986-01-09, AFWTR, null, 63.3, null, 1761, 389, null, NEA
Navstar GPS IIR-7 (Navstar SVN 54. PRN 18. USA 156), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20104, 20266, 0.0030502730182639802, 55, 718.09, 2217, 980, 1136, 2001-01-30, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2001-004A, 26690, null, null, JMSatcat304, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, http://gauss.gge.unb.ca/NavstarGPSConstelStatus.html, http://www.af.mil/factsheets/factsheet.asp?fsID=119, http://www.planet4589.org/space/jsr/back/news.430, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, null, 1986, 14, A, 16591, null, *, null, US, 1986-01-09, AFWTR, null, 63.3, null, 1761, 389, null, NEA
Navstar GPS IIR-8 (Navstar SVN 56. PRN 16. USA 166), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20155, 20344, 0.0035500291139953792, 55, 720.71, 2217, 980, 1136, 2003-01-29, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2003-005A, 27663, null, null, JMSatcat304, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, null, http://www.af.mil/factsheets/factsheet.asp?fsID=119, http://www.planet4589.org/space/jsr/back/news.430, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, null, 1986, 14, E, 16624, null, *, null, US, 1986-01-09, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIR-9 (Navstar SVN 45. PRN 21. USA 168), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20063, 20433, 0.006950184085956872, 54.9, 720.65, 2217, 980, 1136, 2003-03-31, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2003-010A, 27704, null, null, JMSatcat304, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, null, http://www.af.mil/factsheets/factsheet.asp?fsID=119, http://www.planet4589.org/space/jsr/back/news.430, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, null, 1986, 14, E, 16624, null, *, null, US, 1986-01-09, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIR-M-1 (Navstar SVN 53. PRN 17. USA 183), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20142, 20221, 0.001487674895956914, 55.08, 717.95, 2217, 980, 1136, 2005-09-26, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2005-038A, 28874, Two more military and one civilian channels that earlier versions., null, SC - ASCR, http://www.spaceflightnow.com/delta/d313a/, http://tycho.usno.navy.mil/gps.html, http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2005/038A.HTM, http://www.lib.cas.cz/www/space.40/2005/038A.HTM, http://www.globalsecurity.org/space/library/report/enviro/MLV2REA.pdf, http://www.losangeles.af.mil/smc/pa/fact_sheets/gps_fs.htm, 1986, 14, H, 16631, null, *, null, US, 1986-01-09, AFWTR, null, null, null, null, null, null, NEA
Navstar GPS IIR-M-2 (Navstar SVN 52. PRN 31. USA 190), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20020, 20342, 0.006063801740047456, 54.94, 717.93, 2060, null, null, 2006-09-25, 10 yrs., Lockheed Martin Missiles and Space, USA, Cape Canaveral, Delta 2, 2006-042A, 29486, null, null, SC - ASCR, http://www.lib.cas.cz/knav/space.40/2006/I042A.HTM, http://nssdc.gsfc.nasa.gov/spacewarn/spx635.html, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, null, null, null, 1986, 69, A, 16937, null, *, D, US, 1986-01-05, AFETR, 1986-01-28, 39.1, null, 326, 177, null, null
Navstar GPS IIR-M-3 (Navstar SVN 58. PRN 12. USA 192), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20206, 20366, 0.003001200480192077, 55.02, 722.19, 2060, null, null, 2006-11-17, 10 yrs., Lockheed Martin Missiles and Space, USA, Cape Canaveral, Delta 2, 2006-052A, 29601, null, null, SC - ASCR, http://www.lib.cas.cz/knav/space.40/2006/I042A.HTM, http://nssdc.gsfc.nasa.gov/spacewarn/spx637.html, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, null, null, null, 1986, 69, A, 16937, null, *, D, US, 1986-01-05, AFETR, 1986-01-28, 39.1, null, 326, 177, null, null
Navstar GPS IIR-M-4 (Navstar SVN 55. PRN 15. USA 196), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20149, 20213, 0.001205227675040488, 54.8, 717.93, 2217, 980, 1136, 2007-10-17, 10 yrs., Lockheed Martin Missiles and Space, USA, Cape Canaveral, Delta 2, 2007-047A, 32260, null, null, null, http://tycho.usno.navy.mil/gpsinfo.html, http://www.lib.cas.cz/space.40/2007/047A.HTM, null, null, null, null, 1986, 69, A, 16937, null, *, D, US, 1986-01-05, AFETR, 1986-01-28, 39.1, null, 326, 177, null, null
Navstar GPS IIR-M-5 (Navstar SVN 57. PRN 29. USA 199), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20150, 20311, 0.0030262589049078023, 54.96, 719.92, 2060, null, null, 2007-12-20, 10 yrs., Lockheed Martin Missiles and Space, USA, Cape Canaveral, Delta 2, 2007-062A, 32384, null, null, SC - ASCR, http://www.lib.cas.cz/space.40/2007/062A.HTM, http://nssdc.gsfc.nasa.gov/spacewarn/spx650.html, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, null, null, null, 1986, 69, A, 16937, null, *, D, US, 1986-01-05, AFETR, 1986-01-28, 39.1, null, 326, 177, null, null
Navstar GPS IIR-M-6 (Navstar SVN 48. PRN 07. USA 201), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20135, 20152, 0.00032059139683557434, 55.1, 716.4, 2217, 980, 1136, 2008-03-15, 10 yrs., Lockheed Martin, USA, Cape Canaveral, Delta 2, 2008-012A, 32711, null, null, SC - ASCR, ftp://tycho.usno.navy.mil/pub/gps/gpstd.txt, http://nssdc.gsfc.nasa.gov/spacewarn/spx653.html, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Navstar GPS IIR-M-8 (Navstar SVN 50. PRN 05. USA 206), USA, USA, DoD/US Air Force, Military/Commercial, Navigation/Global Positioning, null, MEO, Non-Polar Inclined, 0, 20160, 20209, 0.00092263081586925, 55.12, 718.07, 2059, 980, 1136, 2009-08-17, 10 yrs., Lockheed Martin Missiles and Space, USA, Cape Canaveral, Delta 2, 2009-043A, 35752, null, null, SC - ASCR, http://tycho.usno.navy.mil/gpscurr.html, null, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
Advanced Orion 3 (NROL 19. USA 171), USA, USA, National Reconnaissance Office (NRO), Military, Earth Observation, Electronic Intelligence, GEO, null, 95.4, 35589, 35984, 0.004684924033067262, 3.2, 1436.1, 4500, null, null, 2003-09-09, null, TRW Space and Electronics, USA, Cape Canaveral, Titan IV, 2003-041A, 27937, Electronic intelligence (ELINT). , null, JM/12_08, http://www.sciencepresse.qc.ca/clafleur/Spacecrafts-2003.html, http://nssdc.gsfc.nasa.gov/spacewarn/spx599.html, http://www.fsri.org/FSRI%20Archives/Aerospace%20News/Aerospace%20Update%2009-15-03.pdf, http://globalsecurity.org/space/library/report/2005/satellitetables2004.htm, http://www.lib.cas.cz/knav/space.40/2003/041A.HTM, null, 1986, 14, F, 16625, null, *, null, US, 1986-01-09, AFWTR, null, null, null, null, null, null, NEA
Advanced Orion 3 (NROL 19. USA 171), USA, USA, National Reconnaissance Office (NRO), Military, Earth Observation, Electronic Intelligence, GEO, null, 95.4, 35589, 35984, 0.004684924033067262, 3.2, 1436.1, 4500, null, null, 2003-09-09, null, TRW Space and Electronics, USA, Cape Canaveral, Titan IV, 2003-041A, 27937, Electronic intelligence (ELINT). , null, JM/12_08, http://www.sciencepresse.qc.ca/clafleur/Spacecrafts-2003.html, http://nssdc.gsfc.nasa.gov/spacewarn/spx599.html, http://www.fsri.org/FSRI%20Archives/Aerospace%20News/Aerospace%20Update%2009-15-03.pdf, http://globalsecurity.org/space/library/report/2005/satellitetables2004.htm, http://www.lib.cas.cz/knav/space.40/2003/041A.HTM, null, 2003, 41, A, 27937, null, *, +, US, 2003-01-09, AFETR, null, null, null, null, null, null, NEA
NPS-SCAT (Naval Post-graduate School - Solar Cell Array Tester), USA, USA, Naval Post-Graduate School, Government, Technology Development, null, LEO, Non-Polar Inclined, 0, 426, 441, 0.0011023737782023958, 40.49, 94.63, 1, null, null, 2013-11-19, null, Naval Post-Graduate School, USA, Wallops Island Flight Facility, Minotaur, 2013-064K, 39389, Testing solar cells and measuring how they degrade over time in the space environment., null, WT, http://www.dk3wn.info/sat/afu/sat_nps_scat.shtml, http://amsat-uk.org/satellites/frequencies-of-active-satellites/, null, null, null, null, 2013, 64, K, 39389, null, *, D, US, 2013-01-20, WLPIS, 2015-01-28, 40.5, null, 182, 178, 0.06, null
NSS-12, United Kingdom, Netherlands, SES (Société Européenne des Satellites (SES)), Commercial, Communications, null, GEO, null, 57, 35779, 35793, 0.00016604990985862037, 0.06, 1436.08, null, 5624, null, 2009-10-29, 15 yrs., Space Systems/Loral, USA, Guiana Space Center, Ariane 5, 2009-058A, 36032, 48 Ku-band. 40 C-band transponders., null, JM/12_09, http://www.ses-worldskies.com/worldskies/news_and_events/press_releases/index.php?pressRelease=/pressReleases/pressReleaseList/09-10-29-1/index.php, http://nssdc.gsfc.nasa.gov/spacewarn/spx672.html, null, null, null, null, 2009, 58, A, 36032, null, *, +, SES, 2009-01-29, FRGUI, null, 0, null, 35799, 35774, 7.9433, null
NSS-5 (Intelsat 803), NR, Netherlands, SES World Skies/Intelsat [SES] (shared capacity), Commercial, Communications, null, GEO, null, -177, 35776, 35796, 0.00023721415694088623, 0, 1436.08, 3412, 2000, null, 1997-09-23, 14 yrs., Lockheed Martin Commercial Space Systems, USA, Guiana Space Center, Ariane 42L, 1997-053A, 24957, 38 C-band. 6 Ku-band; Pacific Ocean region; shared capacity with Intelset., null, JM/12_08, http://www.newskies.com.au/fleet/nss5.htm, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, null, null, null, null, 1997, 53, A, 24957, M, *, +, NETH, 1997-01-23, FRGUI, null, 5.1, null, 35808, 35763, 25.1187, null
NSS-6 , NR, Netherlands, SES (Société Européenne des Satellites (SES)), Commercial, Communications, null, GEO, null, 95.04, 35776, 35797, 0.0002490719106187658, 0.02, 1436.12, 4575, 2600, 10000, 2002-12-17, null, Lockheed Martin Commercial Space Systems, USA, Guiana Space Center, Ariane 4, 2002-057A, 27603, Asia. Australia. Africa. Middle East; 50 Ku-band., null, JM/12_08, http://www.newskies.com.au/fleet/nss6.htm, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf, null, null, null, 2002, 57, A, 27603, null, *, +, SES, 2002-01-17, FRGUI, null, 0.1, null, 35793, 35779, 20.8608, null
NSS-7 , NR, Netherlands, SES (Société Européenne des Satellites (SES)), Commercial, Communications, null, GEO, null, -21, 35775, 35798, 0.0002727930449634101, 0.08, 1436.12, 4500, 2500, 3900, 2002-04-16, 14 yrs., Lockheed Martin Commercial Space Systems, USA, Guiana Space Center, Ariane 42L, 2002-019A, 27414, 36 C-band. 36 Ku-band; broadcasting. business services; Europe. Africa. the Middle East. the Americas., null, JM/12_08, http://www.newskies.com.au/fleet/nss7.htm, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, http://www.lockheedmartin.com/content/dam/lockheed/data/space/documents/a2100/A2100brochure.pdf, null, null, null, 2002, 19, A, 27414, null, *, +, SES, 2002-01-16, FRGUI, null, 3.3, null, 35797, 35776, 13.981, null
NSS-806 (Intelsat 806), NR, Netherlands, SES/Intelsat (SES [Société Européenne des Satellites (SES)]) (shared capacity), Commercial, Communications, null, GEO, null, -40.45, 35779, 35794, 0.0001779085075848327, 0.03, 1436.11, 3720, 2200, 4900, 1998-02-19, 12 yrs., Lockheed Martin Commercial Space Systems, USA, Guiana Space Center, Ariane 44L, 1998-014A, 25239, Latin America; Iberian peninsula. Canary Islands. Western Europe. much of Eastern Europe; 28 C-band. 3 Ku-band; shared capacity with Intelset., null, JM/12_08, http://www.newskies.com.au/fleet/nss806.htm, http://perso.wanadoo.fr/eurospace/espdatabase/index.html, null, null, null, null, 1998, 14, A, 25239, M, *, -, SES, 1998-01-28, AFETR, null, 0.6, null, 36144, 36103, 20.2374, null
NSS-9, United Kingdom, Netherlands, SES (Société Européenne des Satellites (SES)), Commercial, Communications, null, GEO, null, 183, 35784, 35792, 0.00009488116134541487, 0.02, 1436.17, 2238, 1014, 2300, 2009-02-11, 15 yrs., Orbital Sciences Corp., USA, Guiana Space Center, Ariane 5 ECA, 2009-008A, 33749, 28 C-band transponders for voice and video communication., null, SC - ASCR, http://www.ses.com/ses/PDFs/MediaRoom/Satellites/NSS-9_Fact.pdf, http://www.lib.cas.cz/space.40/2009/008B.HTM, http:/nssdc.nasa.gov/spacewarn/spx664.html, http://www.astrium.eads.net/en/press-center/launch-kits/2009/vol-187-ariane-5-2013-satellites-hot-birdtm-10-nss-9-spirale-a-b-1/vol-187-ariane-5-2013-satellites-hot-birdtm-10-nss-9-spirale-a-b, null, null, 2009, 8, A, 33749, null, *, +, SES, 2009-01-12, FRGUI, null, 0, null, 35796, 35777, 50.1187, null
O/OREOS (Organism/Organic Exposure to Orbital Stresses. USA 219), USA, USA, NASA-Ames Research Center/Stanford University, Government/Civil, Space Science, null, LEO, Polar, 0, 624, 654, 0.0021401055785418748, 71.97, 97.48, 5.5, null, null, 2010-11-20, .5 yrs., NASA/Ames Research Center, USA, Kodiak Launch Complex, Minotaur 4, 2010-062C, 37224, Carries two biological experiments - one will test live microorganisms. the other inanimate organic samples. to see how they react to conditions in space for six months., null, SC - ASCR , http://www.nasa.gov/mission_pages/smallsats/ooreos/main/, http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/062C.HTM, null, null, null, null, 1984, 65, A, 15063, null, *, D, US, 1984-01-25, AFWTR, 1984-01-18, null, null, null, null, null, NEA
O/OREOS (Organism/Organic Exposure to Orbital Stresses. USA 219), USA, USA, NASA-Ames Research Center/Stanford University, Government/Civil, Space Science, null, LEO, Polar, 0, 624, 654, 0.0021401055785418748, 71.97, 97.48, 5.5, null, null, 2010-11-20, .5 yrs., NASA/Ames Research Center, USA, Kodiak Launch Complex, Minotaur 4, 2010-062C, 37224, Carries two biological experiments - one will test live microorganisms. the other inanimate organic samples. to see how they react to conditions in space for six months., null, SC - ASCR , http://www.nasa.gov/mission_pages/smallsats/ooreos/main/, http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/062C.HTM, null, null, null, null, 1987, 15, A, 17506, null, *, null, US, 1987-01-12, AFWTR, null, null, null, null, null, null, NEA
O/OREOS (Organism/Organic Exposure to Orbital Stresses. USA 219), USA, USA, NASA-Ames Research Center/Stanford University, Government/Civil, Space Science, null, LEO, Polar, 0, 624, 654, 0.0021401055785418748, 71.97, 97.48, 5.5, null, null, 2010-11-20, .5 yrs., NASA/Ames Research Center, USA, Kodiak Launch Complex, Minotaur 4, 2010-062C, 37224, Carries two biological experiments - one will test live microorganisms. the other inanimate organic samples. to see how they react to conditions in space for six months., null, SC - ASCR , http://www.nasa.gov/mission_pages/smallsats/ooreos/main/, http://www.kosmo.cz/modules.php?op=modload&name=kosmo&file=index&fil=/s/2010/062C.HTM, null, null, null, null, 2012, 48, H, 38765, null, *, -, US, 2012-01-13, AFWTR, null, null, null, null, null, null, NEA
O3B FM10, United Kingdom, United Kingdom, O3b Networks Ltd., Commercial, Communications, null, MEO, Equatorial, 0, 8063, 8069, 0.00020781379883624273, 0.04, 287.93, 650, null, 1500, 2014-12-18, null, Thales Alenia Space, France, Guiana Space Center, Soyuz-ST-B, 2014-083A, 40348, null, null, ZARYA, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, null, 2014, 83, A, 40348, null, *, +, O3B, 2014-01-18, FRGUI, null, 0.1, null, 8070, 8062, 0.4981, null
O3B FM11, United Kingdom, United Kingdom, O3b Networks Ltd., Commercial, Communications, null, MEO, Equatorial, 0, 8063, 8069, 0.00020781379883624273, 0.04, 287.93, 650, null, 1500, 2014-12-18, null, Thales Alenia Space, France, Guiana Space Center, Soyuz-ST-B, 2014-083B, 40349, null, null, ZARYA, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, null, 2014, 83, B, 40349, null, *, +, O3B, 2014-01-18, FRGUI, null, 0.1, null, 8069, 8062, 12.2583, null
O3B FM12, United Kingdom, United Kingdom, O3b Networks Ltd., Commercial, Communications, null, MEO, Equatorial, 0, 8063, 8069, 0.00020781379883624273, 0.04, 287.93, 650, null, 1500, 2014-12-18, null, Thales Alenia Space, France, Guiana Space Center, Soyuz-ST-B, 2014-083C, 40350, null, null, ZARYA, http://www.zarya.info/Diaries/Launches/Launches.php?year=2014, null, null, null, null, null, 2014, 83, C, 40350, null, *, +, O3B, 2014-01-18, FRGUI, null, 0.1, null, 8070, 8062, 7.8074, null
